POS|TG|POL:N0|POL:N1
apreensivo|Adj|HUM:N0|-1|NaN
apresentar alternativas|IDIOM|HUM:N0|1|NaN
apresentar resultados|IDIOM|HUM:N0|1|NaN
apresentável|Adj|HUM:N0|1|NaN
apressado|Adj|HUM:N0|0|NaN
aprimorado|Adj|HUM:N0|1|NaN
apriorista|Adj|HUM:N0|-1|NaN
aprisionado|Adj|HUM:N0|-1|NaN
aprontado|Adj|HUM:N0|0|NaN
aprontar|V|HUM:N0|-1|NaN
apropriado|Adj|HUM:N0|1|NaN
apropriar-se|V|HUM:N0:N1|-1|0
aprovado|Adj|HUM:N0|1|NaN
aproveitador|Adj|HUM:N0|-1|NaN
aproveitar-se|V|HUM:N0:N1|-1|0
aprumado|Adj|HUM:N0|1|NaN
aprumo|N|HUM:N0|1|NaN
apto|Adj|HUM:N0|1|NaN
apunhalado|Adj|HUM:N0|-1|NaN
apunhalar pelas costas|IDIOM|HUM:N0:N1|-1|0
apunhalar|V|HUM:N0:N1|-1|0
apupar|V|HUM:N0:N1|0|-1
apurado|Adj|HUM:N0|1|NaN
aquietador|Adj|HUM:N0|-1|NaN
árabe|Adj|HUM:N0|0|NaN
arbitrário|Adj|HUM:N0|-1|NaN
arcaico|Adj|HUM:N0|-1|NaN
ardente|Adj|HUM:N0|1|NaN
ardil|N|HUM:N0|-1|NaN
ardiloso|Adj|HUM:N0|-1|NaN
ardoroso|Adj|HUM:N0|0|NaN
árduo|Adj|HUM:N0|-1|NaN
arfante|Adj|HUM:N0|-1|NaN
arguto|Adj|HUM:N0|0|NaN
ariano|Adj|HUM:N0|0|NaN
árido|Adj|HUM:N0|-1|NaN
arisco|Adj|HUM:N0|-1|NaN
aristocrata|Adj|HUM:N0|0|NaN
aristotélico|Adj|HUM:N0|0|NaN
armado|Adj|HUM:N0|0|NaN
armar barraca|IDIOM|HUM:N0|-1|NaN
armar-se aos cágados|IDIOM|HUM:N0|-1|NaN
armar-se aos cucos|IDIOM|HUM:N0|-1|NaN
armar-se em carapau de corrida|IDIOM|HUM:N0|-1|NaN
armar-se em chico esperto|IDIOM|HUM:N0|-1|NaN
armar-se em parvo|IDIOM|HUM:N0|-1|NaN
armar-se|V|HUM:N0|-1|NaN
arnaz|Adj|HUM:N0|1|NaN
arquejante|Adj|HUM:N0|-1|NaN
arrancado|Adj|HUM:N0|0|NaN
arranhado|Adj|HUM:N0|-1|NaN
arranjar lenha para se queimar|IDIOM|HUM:N0|-1|NaN
arranjar sarna para se coçar|IDIOM|HUM:N0|-1|NaN
arranjar um bico de obra|IDIOM|HUM:N0|-1|NaN
arrasado|Adj|HUM:N0|-1|NaN
arrasador|Adj|HUM:N0|0|NaN
arrasante|Adj|HUM:N0|0|NaN
arrasar|V|HUM:N0:N1|1|-1
arrastadeiro|Adj|HUM:N0|-1|NaN
arrastado|Adj|HUM:N0|-1|NaN
arrebatado|Adj|HUM:N0|0|NaN
arrebatador|Adj|HUM:N0|0|NaN
arrebatar|V|HUM:N0:N1|1|0
arrebentado|Adj|HUM:N0|-1|NaN
arrebitado|Adj|HUM:N0|-1|NaN
arredado|Adj|HUM:N0|-1|NaN
arredio|Adj|HUM:N0|-1|NaN
arreliado|Adj|HUM:N0|-1|NaN
arreliador|Adj|HUM:N0|-1|NaN
arreliar|V|HUM:N0:N1|1|-1
arremessado|Adj|HUM:N0|0|NaN
arrenegado|Adj|HUM:N0|-1|NaN
arrepender-se|V|HUM:N0|-1|NaN
arrepiante|Adj|HUM:N0|-1|NaN
arrepio|N|HUM:N0|-1|NaN
arretado|Adj|HUM:N0|1|NaN
arrevesado|Adj|HUM:N0|-1|NaN
arrivista|Adj|HUM:N0|-1|NaN
arrogância|N|HUM:N0|-1|NaN
arrogante|Adj|HUM:N0|-1|NaN
arrojado|Adj|HUM:N0|1|NaN
arrolado|Adj|HUM:N0|-1|NaN
arrozeiro|Adj|HUM:N0|0|NaN
arruaceiro|Adj|HUM:N0|-1|NaN
arrufado|Adj|HUM:N0|-1|NaN
arrufo|N|HUM:N0|-1|NaN
arruinado|Adj|HUM:N0|-1|NaN
arruinamento|N|HUM:N0|-1|NaN
arruinar-se|V|HUM:N0|-1|NaN
arruinar|V|HUM:N0:N1|-1|0
arruivado|Adj|HUM:N0|0|NaN
arrumar a um canto|IDIOM|HUM:N0:N1|1|-1
arrumar as botas|IDIOM|HUM:N0|-1|NaN
arrumar|V|HUM:N0:N1|1|-1
arteirice|N|HUM:N0|-1|NaN
arteiro|Adj|HUM:N0|-1|NaN
arteriosclerose|N|HUM:N0|-1|NaN
arteriosclerótico|Adj|HUM:N0|-1|NaN
artificial|Adj|HUM:N0|-1|NaN
artificialidade|N|HUM:N0|-1|NaN
artifício|N|HUM:N0|-1|NaN
artificiosidade|N|HUM:N0|-1|NaN
artificioso|Adj|HUM:N0|-1|NaN
artimanha|N|HUM:N0|-1|NaN
artista|Adj|HUM:N0|0|NaN
artístico|Adj|HUM:N0|1|NaN
artritismo|N|HUM:N0|-1|NaN
ascético|Adj|HUM:N0|0|NaN
aselha|Adj|HUM:N0|-1|NaN
aselhice|N|HUM:N0|-1|NaN
asfixiante|Adj|HUM:N0|-1|NaN
asfixiar|V|HUM:N0:N1|1|-1
asilado|Adj|HUM:N0|-1|NaN
asneira|N|HUM:N0|-1|NaN
asneirento|Adj|HUM:N0|-1|NaN
asno|Adj|HUM:N0|-1|NaN
aspereza|N|HUM:N0|-1|NaN
áspero|Adj|HUM:N0|-1|NaN
aspirante|Adj|HUM:N0|0|NaN
asquerosidade|N|HUM:N0|-1|NaN
asqueroso|Adj|HUM:N0|-1|NaN
assalariado|Adj|HUM:N0|-1|NaN
assaloiado|Adj|HUM:N0|-1|NaN
assaltante|Adj|HUM:N0|-1|NaN
assaltar|V|HUM:N0:N1|-1|0
assanhadiço|Adj|HUM:N0|-1|NaN
assanhado|Adj|HUM:N0|-1|NaN
assarapantado|Adj|HUM:N0|-1|NaN
assassinar|V|HUM:N0:N1|-1|0
assassino|Adj|HUM:N0|-1|NaN
assaz|Adj|HUM:N0|0|NaN
asseado|Adj|HUM:N0|1|NaN
assediado|Adj|HUM:N0|-1|NaN
assediador|Adj|HUM:N0|-1|NaN
assediar|V|HUM:N0:N1|-1|0
assédio sexual|N|HUM:N0|-1|NaN
assédio|N|HUM:N0|-1|NaN
asseio|N|HUM:N0|1|NaN
assertivo|Adj|HUM:N0|1|NaN
assexuado|Adj|HUM:N0|0|NaN
assexual|Adj|HUM:N0|0|NaN
assiduidade|N|HUM:N0|1|NaN
assíduo|Adj|HUM:N0|1|NaN
assimétrico|Adj|HUM:N0|-1|NaN
assimilado|Adj|HUM:N0|0|NaN
assinado|Adj|HUM:N0|0|NaN
assinalado|Adj|HUM:N0|1|NaN
assinalável|Adj|HUM:N0|1|NaN
assisado|Adj|HUM:N0|1|NaN
assoberbado|Adj|HUM:N0|-1|NaN
assolado|Adj|HUM:N0|-1|NaN
assolador|Adj|HUM:N0|-1|NaN
assomadiço|Adj|HUM:N0|-1|NaN
assombrado|Adj|HUM:N0|-1|NaN
assombrar|V|HUM:N0:N1|1|-1
assustadiço|Adj|HUM:N0|-1|NaN
assustado|Adj|HUM:N0|-1|NaN
assustador|Adj|HUM:N0|-1|NaN
assustar-se|V|HUM:N0|-1|NaN
assustar|V|HUM:N0:N1|0|-1
astenia|N|HUM:N0|-1|NaN
asténico|Adj|HUM:N0|-1|NaN
astúcia|N|HUM:N0|-1|NaN
astucioso|Adj|HUM:N0|-1|NaN
astuto|Adj|HUM:N0|-1|NaN
atabalhoação|N|HUM:N0|-1|NaN
atabalhoado|Adj|HUM:N0|-1|NaN
atabalhoamento|N|HUM:N0|-1|NaN
atacante|Adj|HUM:N0|-1|NaN
atacar|V|HUM:N0:N1|1|-1
atado|Adj|HUM:N0|-1|NaN
atafulhado|Adj|HUM:N0|-1|NaN
atamancado|Adj|HUM:N0|-1|NaN
atarantação|N|HUM:N0|-1|NaN
atarantado|Adj|HUM:N0|-1|NaN
atarantar-se|V|HUM:N0|-1|NaN
atarantar|V|HUM:N0:N1|1|-1
atarefado|Adj|HUM:N0|0|NaN
atarracado|Adj|HUM:N0|-1|NaN
atascado|Adj|HUM:N0|0|NaN
ateado|Adj|HUM:N0|-1|NaN
atemorizado|Adj|HUM:N0|-1|NaN
atemorizar|V|HUM:N0:N1|1|-1
atencioso|Adj|HUM:N0|1|NaN
atento|Adj|HUM:N0|1|NaN
aterrado|Adj|HUM:N0|-1|NaN
aterrador|Adj|HUM:N0|-1|NaN
aterrorizado|Adj|HUM:N0|-1|NaN
aterrorizador|Adj|HUM:N0|-1|NaN
aterrorizar|V|HUM:N0:N1|1|-1
atiçado|Adj|HUM:N0|0|NaN
atilado|Adj|HUM:N0|1|NaN
atinado|Adj|HUM:N0|1|NaN
atiradiço|Adj|HUM:N0|0|NaN
atirar areia para os olhos de|IDIOM|HUM:N0:N1|-1|0
atirar barro à parede|IDIOM|HUM:N0|-1|NaN
atirar com as culpas a|IDIOM|HUM:N0:N1|-1|0
atirar poeira aos olhos de|IDIOM|HUM:N0:N1|-1|0
ativado|Adj|HUM:N0|0|NaN
ativo|Adj|HUM:N0|1|NaN
atleta|Adj|HUM:N0|1|NaN
atlético|Adj|HUM:N0|1|NaN
atoleimado|Adj|HUM:N0|-1|NaN
atónito|Adj|HUM:N0|-1|NaN
atônito|Adj|HUM:N0|-1|NaN
atordoado|Adj|HUM:N0|-1|NaN
atordoador|Adj|HUM:N0|-1|NaN
atordoar|V|HUM:N0:N1|1|-1
atormentado|Adj|HUM:N0|-1|NaN
atormentador|Adj|HUM:N0|-1|NaN
atormentar|V|HUM:N0:N1|1|-1
atracado|Adj|HUM:N0|-1|NaN
atractivo|Adj|HUM:N0|1|NaN
atraente|Adj|HUM:N0|1|NaN
atraiçoado|Adj|HUM:N0|-1|NaN
atrair|V|HUM:N0:N1|1|0
atrapalhado|Adj|HUM:N0|-1|NaN
atrapalhar-se|V|HUM:N0|-1|NaN
atrapalhar|V|HUM:N0:N1|1|-1
atrasado mental|Adj|HUM:N0|-1|NaN
atrasado|Adj|HUM:N0|-1|NaN
atraso mental|N|HUM:N0|-1|NaN
atraso|N|HUM:N0|-1|NaN
atrativo|Adj|HUM:N0|1|NaN
atravessadiço|Adj|HUM:N0|-1|NaN
atravessado|Adj|HUM:N0|-1|NaN
atrevido|Adj|HUM:N0|0|NaN
atrevidote|Adj|HUM:N0|0|NaN
atribulado|Adj|HUM:N0|-1|NaN
atroador|Adj|HUM:N0|-1|NaN
atrocidade|N|HUM:N0|-1|NaN
atrofia|N|HUM:N0|-1|NaN
atrofiado|Adj|HUM:N0|-1|NaN
atrofiante|Adj|HUM:N0|-1|NaN
atrofiar-se|V|HUM:N0|-1|NaN
atrofiar|V|HUM:N0|-1|NaN
atropelado|Adj|HUM:N0|-1|NaN
atropelar|V|HUM:N0:N1|-1|0
atroz|Adj|HUM:N0|-1|NaN
atulhado|Adj|HUM:N0|-1|NaN
aturar|V|HUM:N0:N1|0|-1
aturdido|Adj|HUM:N0|-1|NaN
aturdir|V|HUM:N0:N1|1|-1
audacioso|Adj|HUM:N0|0|NaN
audaz|Adj|HUM:N0|0|NaN
áureo|Adj|HUM:N0|1|NaN
auspicioso|Adj|HUM:N0|1|NaN
austero|Adj|HUM:N0|-1|NaN
autenticidade|N|HUM:N0|1|NaN
autêntico|Adj|HUM:N0|1|NaN
autismo|N|HUM:N0|-1|NaN
autista|Adj|HUM:N0|-1|NaN
autoconfiança|N|HUM:N0|1|NaN
autoconfiante|Adj|HUM:N0|1|NaN
autocrata|Adj|HUM:N0|0|NaN
autodestruição|N|HUM:N0|-1|NaN
autodestrutivo|Adj|HUM:N0|-1|NaN
autodidacta|Adj|HUM:N0|1|NaN
autodidata|Adj|HUM:N0|1|NaN
autonomia|N|HUM:N0|1|NaN
autonomista|Adj|HUM:N0|1|NaN
autónomo|Adj|HUM:N0|1|NaN
autoritário|Adj|HUM:N0|-1|NaN
autoritarismo|N|HUM:N0|-1|NaN
autorizado|Adj|HUM:N0|1|NaN
autosuficiência|N|HUM:N0|1|NaN
autosuficiente|Adj|HUM:N0|1|NaN
auxiliado|Adj|HUM:N0|0|NaN
avançado|Adj|HUM:N0|1|NaN
avantajado|Adj|HUM:N0|0|NaN
avarento|Adj|HUM:N0|-1|NaN
avareza|N|HUM:N0|-1|NaN
avariado|Adj|HUM:N0|-1|NaN
avariar|V|HUM:N0|-1|NaN
avaro|Adj|HUM:N0|-1|NaN
avassalador|Adj|HUM:N0|-1|NaN
avassalamento|N|HUM:N0|-1|NaN
avassalante|Adj|HUM:N0|-1|NaN
avassalar|V|HUM:N0:N1|1|-1
avençado|Adj|HUM:N0|0|NaN
aventurado|Adj|HUM:N0|0|NaN
aventureiro|Adj|HUM:N0|0|NaN
aventuroso|Adj|HUM:N0|0|NaN
averiguador|Adj|HUM:N0|0|NaN
avermelhado|Adj|HUM:N0|0|NaN
averroísta|Adj|HUM:N0|0|NaN
averso|Adj|HUM:N0|-1|NaN
avesso|Adj|HUM:N0|-1|NaN
ávido|Adj|HUM:N0|-1|NaN
aviltado|Adj|HUM:N0|-1|NaN
aviltador|Adj|HUM:N0|-1|NaN
aviltante|Adj|HUM:N0|-1|NaN
avinagrado|Adj|HUM:N0|-1|NaN
avinhado|Adj|HUM:N0|-1|NaN
avisado|Adj|HUM:N0|1|NaN
avulso|Adj|HUM:N0|-1|NaN
azafamado|Adj|HUM:N0|-1|NaN
azambrado|Adj|HUM:N0|-1|NaN
azar|N|HUM:N0|-1|NaN
azarado|Adj|HUM:N0|-1|NaN
azarento|Adj|HUM:N0|-1|NaN
azedar|V|HUM:N0|-1|NaN
azedo|Adj|HUM:N0|-1|NaN
azedume|N|HUM:N0|-1|NaN
azeiteiro|Adj|HUM:N0|-1|NaN
azelha|Adj|HUM:N0|-1|NaN
azelhice|N|HUM:N0|-1|NaN
azoinante|Adj|HUM:N0|-1|NaN
azougado|Adj|HUM:N0|-1|NaN
babaca|Adj|HUM:N0|-1|NaN
babão|Adj|HUM:N0|-1|NaN
babilónico|Adj|HUM:N0|-1|NaN
baboseira|N|HUM:N0|-1|NaN
babosice|N|HUM:N0|-1|NaN
baboso|Adj|HUM:N0|-1|NaN
bacano|Adj|HUM:N0|1|NaN
baço para espelho|Adj|HUM:N0|-1|NaN
bacoco|Adj|HUM:N0|-1|NaN
baconiano|Adj|HUM:N0|0|NaN
bacoquice|N|HUM:N0|-1|NaN
badalhoco|Adj|HUM:N0|-1|NaN
badalhoquice|N|HUM:N0|-1|NaN
bagaceiro|Adj|HUM:N0|-1|NaN
bagunceiro|Adj|HUM:N0|-1|NaN
bairrista|Adj|HUM:N0|0|NaN
baixeza|N|HUM:N0|-1|NaN
baixote|Adj|HUM:N0|-1|NaN
bajulador|Adj|HUM:N0|-1|NaN
bajular|V|HUM:N0:N1|-1|0
balbuciante|Adj|HUM:N0|-1|NaN
balofice|N|HUM:N0|-1|NaN
balofo|Adj|HUM:N0|-1|NaN
bambo|Adj|HUM:N0|-1|NaN
banal|Adj|HUM:N0|-1|NaN
banalidade|N|HUM:N0|-1|NaN
banalizar|V|HUM:N0:N1|-1|0
banana|Adj|HUM:N0|-1|NaN
bancarrota|N|HUM:N0|-1|NaN
bandido|Adj|HUM:N0|-1|NaN
banditismo|N|HUM:N0|-1|NaN
banhado|Adj|HUM:N0|0|NaN
banido|Adj|HUM:N0|-1|NaN
banir|V|HUM:N0:N1|1|-1
banzado|Adj|HUM:N0|-1|NaN
barafustar|V|HUM:N0:N1|0|-1
baralhado|Adj|HUM:N0|-1|NaN
baralhar-se|V|HUM:N0|-1|NaN
baralhar|V|HUM:N0:N1|0|-1
barateiro|Adj|HUM:N0|0|NaN
barato|Adj|HUM:N0|-1|NaN
barbado|Adj|HUM:N0|0|NaN
barbaridade|N|HUM:N0|-1|NaN
bárbaro|Adj|HUM:N0|-1|NaN
barbeado|Adj|HUM:N0|0|NaN
barbilongo|Adj|HUM:N0|0|NaN
barbudo|Adj|HUM:N0|0|NaN
barrado|Adj|HUM:N0|-1|NaN
barraqueiro|Adj|HUM:N0|-1|NaN
barrigana|Adj|HUM:N0|-1|NaN
barrigudo|Adj|HUM:N0|-1|NaN
barroco|Adj|HUM:N0|-1|NaN
barulhento|Adj|HUM:N0|-1|NaN
baselga|Adj|HUM:N0|-1|NaN
básico|Adj|HUM:N0|-1|NaN
bastardo|Adj|HUM:N0|-1|NaN
basto|Adj|HUM:N0|0|NaN
batalhador|Adj|HUM:N0|1|NaN
batalhante|Adj|HUM:N0|1|NaN
batalhar|V|HUM:N0|1|NaN
batateiro|Adj|HUM:N0|0|NaN
batatudo|Adj|HUM:N0|-1|NaN
bater a bota|IDIOM|HUM:N0|-1|NaN
bater as botas|IDIOM|HUM:N0|-1|NaN
bater com o nariz na porta|IDIOM|HUM:N0|-1|NaN
bater no ceguinho|IDIOM|HUM:N0|-1|NaN
bater no fundo|IDIOM|HUM:N0|-1|NaN
bater|V|HUM:N0:N1|1|-1
batido|Adj|HUM:N0|-1|NaN
batota|N|HUM:N0|-1|NaN
batoteiro|Adj|HUM:N0|-1|NaN
batotice|N|HUM:N0|-1|NaN
bazófia|N|HUM:N0|-1|NaN
bazófio|Adj|HUM:N0|-1|NaN
beatice|N|HUM:N0|-1|NaN
beato|Adj|HUM:N0|-1|NaN
bêbado|Adj|HUM:N0|-1|NaN
bebedeira|N|HUM:N0|-1|NaN
bêbedo|Adj|HUM:N0|-1|NaN
bebedor|Adj|HUM:N0|-1|NaN
beberrão|Adj|HUM:N0|-1|NaN
bebido|Adj|HUM:N0|-1|NaN
bebum|Adj|HUM:N0|-1|NaN
beiçudo|Adj|HUM:N0|-1|NaN
beijoqueiro|Adj|HUM:N0|0|NaN
beleza|N|HUM:N0|1|NaN
belfo|Adj|HUM:N0|-1|NaN
belicismo|N|HUM:N0|-1|NaN
belicista|Adj|HUM:N0|-1|NaN
bélico|Adj|HUM:N0|-1|NaN
belicoso|Adj|HUM:N0|-1|NaN
belo|Adj|HUM:N0|1|NaN
bem ataviado|Adj|HUM:N0|0|NaN
bem constituído|Adj|HUM:N0|0|NaN
bem disposto|Adj|HUM:N0|1|NaN
bem mandado|Adj|HUM:N0|-1|NaN
bem vestido|Adj|HUM:N0|1|NaN
bem-amado|Adj|HUM:N0|1|NaN
bem-apessoado|Adj|HUM:N0|1|NaN
bem-aventurado|Adj|HUM:N0|1|NaN
bem-colocado|Adj|HUM:N0|1|NaN
bem-comportado|Adj|HUM:N0|1|NaN
bem-criado|Adj|HUM:N0|1|NaN
bem-educado|Adj|HUM:N0|1|NaN
bem-encarado|Adj|HUM:N0|1|NaN
bem-falante|Adj|HUM:N0|1|NaN
bem-formado|Adj|HUM:N0|1|NaN
bem-humorado|Adj|HUM:N0|1|NaN
bem-intencionado|Adj|HUM:N0|1|NaN
bem-mandado|Adj|HUM:N0|0|NaN
bem-pago|Adj|HUM:N0|0|NaN
bem-parecido|Adj|HUM:N0|1|NaN
bem-pensante|Adj|HUM:N0|1|NaN
bem-posto|Adj|HUM:N0|1|NaN
bem-sucedido|Adj|HUM:N0|1|NaN
bem-vindo|Adj|HUM:N0|1|NaN
bendito|Adj|HUM:N0|1|NaN
beneditino|Adj|HUM:N0|0|NaN
beneficiado|Adj|HUM:N0|0|NaN
benéfico|Adj|HUM:N0|1|NaN
benemerência|N|HUM:N0|1|NaN
benemérito|Adj|HUM:N0|1|NaN
benevolência|N|HUM:N0|1|NaN
benevolente|Adj|HUM:N0|1|NaN
benévolo|Adj|HUM:N0|1|NaN
benêvolo|Adj|HUM:N0|1|NaN
benfazejo|Adj|HUM:N0|1|NaN
benfeitor|Adj|HUM:N0|1|NaN
benfeitoria|N|HUM:N0|1|NaN
benfiquista|Adj|HUM:N0|0|NaN
benignidade|N|HUM:N0|1|NaN
benigno|Adj|HUM:N0|1|NaN
benquisto|Adj|HUM:N0|1|NaN
bera|Adj|HUM:N0|-1|NaN
besta|Adj|HUM:N0|-1|NaN
bestial|Adj|HUM:N0|0|NaN
bestialidade|N|HUM:N0|1|NaN
bestificado|Adj|HUM:N0|-1|NaN
bexiguento|Adj|HUM:N0|-1|NaN
bibliomania|N|HUM:N0|-1|NaN
bibliómano|Adj|HUM:N0|0|NaN
bígamo|Adj|HUM:N0|0|NaN
bilingue|Adj|HUM:N0|0|NaN
bilioso|Adj|HUM:N0|-1|NaN
biltre|Adj|HUM:N0|-1|NaN
bimbo|Adj|HUM:N0|-1|NaN
biqueiro|Adj|HUM:N0|-1|NaN
bira|N|HUM:N0|-1|NaN
birra|N|HUM:N0|-1|NaN
birrento|Adj|HUM:N0|-1|NaN
biruta|Adj|HUM:N0|-1|NaN
bisbilhotar|V|HUM:N0:N1|-1|0
bisbilhoteiro|Adj|HUM:N0|-1|NaN
bisbilhotice|N|HUM:N0|-1|NaN
bisonho|Adj|HUM:N0|-1|NaN
bissexual|Adj|HUM:N0|0|NaN
bizarria|N|HUM:N0|-1|NaN
bizarro|Adj|HUM:N0|-1|NaN
blasfemador|Adj|HUM:N0|-1|NaN
blasfémia|N|HUM:N0|-1|NaN
blasfemo|Adj|HUM:N0|-1|NaN
blindado|Adj|HUM:N0|0|NaN
bloqueado|Adj|HUM:N0|-1|NaN
bloquear|V|HUM:N0|-1|NaN
boa apresentação|N|HUM:N0|1|NaN
boa criação|N|HUM:N0|1|NaN
boa disposição|N|HUM:N0|1|NaN
boa educação|N|HUM:N0|1|NaN
boa formação|N|HUM:N0|1|NaN
boa parecença|N|HUM:N0|1|NaN
boa performance|N|HUM:N0|1|NaN
boas intenções|N|HUM:N0|1|NaN
boateiro|Adj|HUM:N0|-1|NaN
bobo|Adj|HUM:N0|-1|NaN
boboca|Adj|HUM:N0|-1|NaN
boçal|Adj|HUM:N0|-1|NaN
bocejar|V|HUM:N0|-1|NaN
bochechudo|Adj|HUM:N0|-1|NaN
bocó|Adj|HUM:N0|-1|NaN
boêmio|Adj|HUM:N0|-1|NaN
boémio|Adj|HUM:N0|-1|NaN
bojudo|Adj|HUM:N0|-1|NaN
bolachudo|Adj|HUM:N0|-1|NaN
bolchevique|Adj|HUM:N0|0|NaN
bolchevista|Adj|HUM:N0|0|NaN
bolorento|Adj|HUM:N0|-1|NaN
bom aluno|Adj|HUM:N0|1|NaN
bom cheiro|N|HUM:N0|1|NaN
bom comportamento|N|HUM:N0|1|NaN
bom desempenho|N|HUM:N0|1|NaN
bom humor|N|HUM:N0|1|NaN
bom-samaritano|Adj|HUM:N0|1|NaN
bom|Adj|HUM:N0|1|NaN
bombardear|V|HUM:N0:N1|1|-1
bombeado|Adj|HUM:N0|-1|NaN
bonacheirão|Adj|HUM:N0|0|NaN
bonacheiro|Adj|HUM:N0|0|NaN
bonapartista|Adj|HUM:N0|0|NaN
bondade|N|HUM:N0|1|NaN
bondoso|Adj|HUM:N0|1|NaN
boniteza|N|HUM:N0|1|NaN
bonito|Adj|HUM:N0|1|NaN
borbulhento|Adj|HUM:N0|-1|NaN
borguista|Adj|HUM:N0|-1|NaN
borrachudo|Adj|HUM:N0|-1|NaN
borrado|Adj|HUM:N0|-1|NaN
borralheiro|Adj|HUM:N0|0|NaN
boto|Adj|HUM:N0|-1|NaN
botocudo|Adj|HUM:N0|-1|NaN
brabo|Adj|HUM:N0|0|NaN
braçal|Adj|HUM:N0|0|NaN
braceiro|Adj|HUM:N0|1|NaN
brando|Adj|HUM:N0|0|NaN
bravateador|Adj|HUM:N0|-1|NaN
bravo|Adj|HUM:N0|0|NaN
bravura|N|HUM:N0|1|NaN
brega|Adj|HUM:N0|-1|NaN
brejeirice|N|HUM:N0|-1|NaN
brejeiro|Adj|HUM:N0|-1|NaN
brejeirote|Adj|HUM:N0|-1|NaN
briga|N|HUM:N0|-1|NaN
brigador|Adj|HUM:N0|-1|NaN
brigante|Adj|HUM:N0|-1|NaN
brigão|Adj|HUM:N0|-1|NaN
briguento|Adj|HUM:N0|-1|NaN
brilhante|Adj|HUM:N0|1|NaN
brilhar|V|HUM:N0|1|NaN
brilharete|N|HUM:N0|-1|NaN
brilho|N|HUM:N0|1|NaN
brincalhão|Adj|HUM:N0|0|NaN
brincar|V|HUM:N0:N1|-1|0
brio|N|HUM:N0|1|NaN
briosidade|N|HUM:N0|1|NaN
brioso|Adj|HUM:N0|1|NaN
broeiro|Adj|HUM:N0|0|NaN
bronco|Adj|HUM:N0|-1|NaN
bronquice|N|HUM:N0|-1|NaN
bronzeado|Adj|HUM:N0|0|NaN
brônzeo|Adj|HUM:N0|0|NaN
brotado|Adj|HUM:N0|0|NaN
brunido|Adj|HUM:N0|0|NaN
bruno|Adj|HUM:N0|-1|NaN
brusco|Adj|HUM:N0|-1|NaN
brutal|Adj|HUM:N0|-1|NaN
brutalidade|N|HUM:N0|-1|NaN
brutidão|N|HUM:N0|-1|NaN
bruto|Adj|HUM:N0|-1|NaN
bruxaria|N|HUM:N0|-1|NaN
bucha|Adj|HUM:N0|-1|NaN
bucólico|Adj|HUM:N0|0|NaN
budista|Adj|HUM:N0|0|NaN
bufismo|N|HUM:N0|-1|NaN
bufo|Adj|HUM:N0|-1|NaN
bulhão|Adj|HUM:N0|-1|NaN
bulhento|Adj|HUM:N0|-1|NaN
bulício|N|HUM:N0|-1|NaN
buliçoso|Adj|HUM:N0|-1|NaN
burguês|Adj|HUM:N0|-1|NaN
burla|N|HUM:N0|-1|NaN
burlado|Adj|HUM:N0|-1|NaN
burlador|Adj|HUM:N0|-1|NaN
burlão|Adj|HUM:N0|-1|NaN
burlesco|Adj|HUM:N0|-1|NaN
burlista|Adj|HUM:N0|-1|NaN
burocrático|Adj|HUM:N0|0|NaN
burrice|N|HUM:N0|-1|NaN
burro|Adj|HUM:N0|-1|NaN
cabazada|N|HUM:N0|-1|NaN
cabeça dura|Adj|HUM:N0|-1|NaN
cabeçudo|Adj|HUM:N0|-1|NaN
cabeludo|Adj|HUM:N0|0|NaN
cabisbaixo|Adj|HUM:N0|-1|NaN
caboclo|Adj|HUM:N0|-1|NaN
cabotino|Adj|HUM:N0|-1|NaN
cabralino|Adj|HUM:N0|0|NaN
cabrão|Adj|HUM:N0|-1|NaN
cábula|Adj|HUM:N0|-1|NaN
caçado|Adj|HUM:N0|-1|NaN
cacete|Adj|HUM:N0|-1|NaN
caceteiro|Adj|HUM:N0|-1|NaN
cachaceiro|Adj|HUM:N0|-1|NaN
cadastrado|Adj|HUM:N0|-1|NaN
cadavérico|Adj|HUM:N0|-1|NaN
cadaveroso|Adj|HUM:N0|-1|NaN
cadente|Adj|HUM:N0|-1|NaN
caduco|Adj|HUM:N0|-1|NaN
cafona|Adj|HUM:N0|-1|NaN
cafuzo|Adj|HUM:N0|0|NaN
cagão|Adj|HUM:N0|-1|NaN
cagar-se|V|HUM:N0|-1|NaN
cagarola|Adj|HUM:N0|-1|NaN
cagativo|Adj|HUM:N0|-1|NaN
caguinchas|Adj|HUM:N0|-1|NaN
caído|Adj|HUM:N0|-1|NaN
caipira|Adj|HUM:N0|-1|NaN
cair na armadilha|IDIOM|HUM:N0|-1|NaN
cair na boca do lobo|IDIOM|HUM:N0|-1|NaN
cair na ratoeira|IDIOM|HUM:N0|-1|NaN
cair por terra|IDIOM|HUM:N0|-1|NaN
cair|V|HUM:N0|-1|NaN
calaceiro|Adj|HUM:N0|-1|NaN
calado|Adj|HUM:N0|0|NaN
calão|Adj|HUM:N0|-1|NaN
calar a boca|IDIOM|HUM:N0|-1|NaN
calar o bico|IDIOM|HUM:N0|-1|NaN
calar-se|V|HUM:N0|-1|NaN
calar|V|HUM:N0:N1|1|-1
calcado|Adj|HUM:N0|-1|NaN
calculismo|N|HUM:N0|-1|NaN
calculista|Adj|HUM:N0|-1|NaN
